004FF1A0  GetTempPathA                 KERNEL32
004FF100  GetTextColor                 GDI32   
004FF0A8  GetTextExtentPoint32A        GDI32   
004FF024  GetTextMetricsA              GDI32   
004FF360  GetTickCount                 KERNEL32
004FF218  GetTimeZoneInformation       KERNEL32
004FF508  GetTopWindow                 USER32  
004FF4DC  GetUpdateRect                USER32  
004FF32C  GetVersion                   KERNEL32
004FF208  GetVersionExA                KERNEL32
004FF088  GetViewportExtEx             GDI32   
004FF03C  GetViewportOrgEx             GDI32   
004FF1A8  GetVolumeInformationA        KERNEL32
004FF5E4  GetWindow                    USER32  
004FF500  GetWindowDC                  USER32  
004FF54C  GetWindowLongA               USER32  
004FF090  GetWindowOrgEx               GDI32   
004FF5F4  GetWindowPlacement           USER32  
004FF5E0  GetWindowRect                USER32  
004FF554  GetWindowTextA               USER32  
004FF3D0  GetWindowThreadProcessId     USER32  
004FF568  GetWindowWord                USER32  
004FF1C8  GetWindowsDirectoryA         KERNEL32
004FF2A4  GlobalAddAtomA               KERNEL32
004FF30C  GlobalAlloc                  KERNEL32
004FF2A0  GlobalDeleteAtom             KERNEL32
004FF1DC  GlobalFlags                  KERNEL32
004FF31C  GlobalFree                   KERNEL32
004FF378  GlobalGetAtomNameA           KERNEL32
004FF2F8  GlobalHandle                 KERNEL32
004FF344  GlobalLock                   KERNEL32
004FF380  GlobalMemoryStatus           KERNEL32
004FF314  GlobalReAlloc                KERNEL32
004FF1E0  GlobalSize                   KERNEL32
004FF330  GlobalUnlock                 KERNEL32
004FF22C  HeapAlloc                    KERNEL32
004FF27C  HeapCreate                   KERNEL32
004FF278  HeapDestroy                  KERNEL32
004FF230  HeapFree                     KERNEL32
004FF23C  HeapReAlloc                  KERNEL32
004FF240  HeapSize                     KERNEL32
004FF3F8  HideCaret                    USER32  
004FF53C  InflateRect                  USER32  
004FF18C  IntersectClipRect            GDI32   
004FF5E8  IntersectRect                USER32  
004FF578  InvalidateRect               USER32  
004FF3F4  InvertRect                   USER32  
004FF350  IsBadReadPtr                 KERNEL32
004FF34C  IsBadStringPtrA              KERNEL32
004FF418  IsCharLowerA                 USER32  
004FF444  IsDialogMessageA             USER32  
004FF44C  IsIconic                     USER32  
004FF5EC  IsWindow                     USER32  
004FF604  IsWindowEnabled              USER32  
004FF5F0  IsWindowVisible              USER32  
004FF498  IsZoomed                     USER32  
004FF6E0  JS_ConstructObject           js32    
004FF6B8  JS_ConvertStub               js32    
004FF674  JS_DefineFunction            js32    
004FF6D0  JS_DefineObject              js32    
004FF6E8  JS_DefineProperties          js32    
004FF67C  JS_DefinePropertyWithTinyId  js32    
004FF678  JS_DeleteProperty            js32    
004FF688  JS_DestroyContext            js32    
004FF650  JS_DestroyIdArray            js32    
004FF644  JS_Enumerate                 js32    
004FF6C0  JS_EnumerateStub             js32    
004FF694  JS_EvaluateScript            js32    
004FF6C4  JS_FinalizeStub              js32    
004FF69C  JS_Finish                    js32    
004FF680  JS_GC                        js32    
004FF65C  JS_GetArrayLength            js32    
004FF664  JS_GetClass                  js32    
004FF640  JS_GetElement                js32    
004FF6DC  JS_GetFunctionName           js32    
004FF6EC  JS_GetPrivate                js32    
004FF64C  JS_GetProperty               js32    
004FF658  JS_GetStringBytes            js32    
004FF660  JS_IdToValue                 js32    
004FF6A4  JS_Init                      js32    
004FF6E4  JS_InitClass                 js32    
004FF6CC  JS_InitStandardClasses       js32    
004FF648  JS_IsArrayObject             js32    
004FF684  JS_IsRunning                 js32    
004FF668  JS_NewArrayObject            js32    
004FF6B0  JS_NewContext                js32    
004FF6AC  JS_NewDoubleValue            js32    
004FF6C8  JS_NewObject                 js32    
004FF698  JS_NewStringCopyZ            js32    
004FF6D4  JS_PropertyStub              js32    
004FF670  JS_ReportError               js32    
004FF6BC  JS_ResolveStub               js32    
004FF6D8  JS_SetBranchCallback         js32    
004FF66C  JS_SetElement                js32    
004FF6B4  JS_SetErrorReporter          js32    
004FF6F0  JS_SetPrivate                js32    
004FF6A0  JS_SetProperty               js32    
004FF690  JS_TypeOfValue               js32    
004FF6A8  JS_ValueToNumber             js32    
004FF68C  JS_ValueToObject             js32    
004FF654  JS_ValueToString             js32    
004FF5A8  KillTimer                    USER32  
004FF248  LCMapStringA                 KERNEL32
004FF24C  LCMapStringW                 KERNEL32
004FF0B8  LPtoDP                       GDI32   
004FF0F4  LineTo                       GDI32   
004FF4CC  LoadAcceleratorsA            USER32  
004FF3B8  LoadBitmapA                  USER32  
004FF5CC  LoadCursorA                  USER32  
004FF3B4  LoadIconA                    USER32  
004FF338  LoadLibraryA                 KERNEL32
004FF328  LoadResource                 KERNEL32
004FF4EC  LoadStringA                  USER32  
004FF354  LockResource                 KERNEL32
004FF008  LookupPrivilegeValueA        ADVAPI32
004FF4E4  MessageBeep                  USER32  
004FF4E0  MessageBoxA                  USER32  
004FF710  MkParseDisplayName           ole32   
004FF490  ModifyMenuA                  USER32  
004FF2B4  MoveFileA                    KERNEL32
004FF0F8  MoveToEx                     GDI32   
004FF5A0  MoveWindow                   USER32  
004FF35C  MultiByteToWideChar          KERNEL32
004FF550  OffsetRect                   USER32  
004FF048  OffsetRgn                    GDI32   
004FF08C  OffsetWindowOrgEx            GDI32   
004FF738  OleCreateStaticFromData      ole32   
004FF73C  OleDraw                      ole32   
004FF704  OleInitialize                ole32   
004FF6FC  OleLoad                      ole32   
004FF744  OleSave                      ole32   
004FF724  OleSetContainedObject        ole32   
004FF718  OleSetMenuDescriptor         ole32   
004FF720  OleUninitialize              ole32   
004FF51C  OpenClipboard                USER32  
004FF304  OpenFile                     KERNEL32
004FF628  OpenPrinterA                 WINSPOOL
004FF00C  OpenProcessToken             ADVAPI32
004FF1D4  OutputDebugStringA           KERNEL32
004FF170  PatBlt                       GDI32   
004FF584  PeekMessageA                 USER32  
004FF194  Pie                          GDI32   
004FF09C  Polygon                      GDI32   
004FF098  Polyline                     GDI32   
004FF608  PostMessageA                 USER32  
004FF42C  PostQuitMessage              USER32  
004FF588  PtInRect                     USER32  
004FF250  RaiseException               KERNEL32
004FF2C0  ReadFile                     KERNEL32
004FF0C0  RealizePalette               GDI32   
004FF150  RectVisible                  GDI32   
004FF11C  Rectangle                    GDI32   
004FF010  RegCloseKey                  ADVAPI32
004FF014  RegOpenKeyExA                ADVAPI32
004FF018  RegQueryValueA               ADVAPI32
004FF000  RegQueryValueExA             ADVAPI32
004FF5D0  RegisterClassA               USER32  
004FF3D8  ReleaseCapture               USER32  
004FF598  ReleaseDC                    USER32  
004FF2BC  RemoveDirectoryA             KERNEL32
004FF488  RemoveMenu                   USER32  
004FF4F8  RemovePropA                  USER32  
004FF110  RestoreDC                    GDI32   
004FF0A4  RoundRect                    GDI32   
004FF258  RtlUnwind                    KERNEL32
004FF398  SHAppBarMessage              SHELL32 
004FF118  SaveDC                       GDI32   
004FF3E8  ScreenToClient               USER32  
004FF4E8  ScrollDC                     USER32  
004FF164  SelectClipRgn                GDI32   
004FF0D8  SelectObject                 GDI32   
004FF0AC  SelectPalette                GDI32   
004FF3DC  SendDlgItemMessageA          USER32  
004FF564  SendMessageA                 USER32  
004FF4F0  SendMessageTimeoutA          USER32  
004FF06C  SetAbortProc                 GDI32   
004FF450  SetActiveWindow              USER32  
004FF114  SetBkColor                   GDI32   
004FF190  SetBkMode                    GDI32   
004FF3D4  SetCapture                   USER32  
004FF52C  SetCaretPos                  USER32  
004FF510  SetClipboardData             USER32  
004FF2AC  SetCurrentDirectoryA         KERNEL32
004FF3A8  SetCursor                    USER32  
004FF4C0  SetCursorPos                 USER32  
004FF028  SetDIBits                    GDI32   
004FF524  SetDlgItemTextA              USER32  
004FF2D0  SetEndOfFile                 KERNEL32
004FF36C  SetEnvironmentVariableA      KERNEL32
004FF2FC  SetErrorMode                 KERNEL32
004FF2D4  SetFilePointer               KERNEL32
004FF29C  SetFileTime                  KERNEL32
004FF3C4  SetFocus                     USER32  
004FF448  SetForegroundWindow          USER32  
004FF26C  SetHandleCount               KERNEL32
004FF2F4  SetLastError                 KERNEL32
004FF0C4  SetMapMode                   GDI32   
004FF4C4  SetMenu                      USER32  
004FF4D4  SetMessageQueue              USER32  
004FF15C  SetPixel                     GDI32   
004FF4F4  SetPropA                     USER32  
004FF120  SetROP2                      GDI32   
004FF5B0  SetRect                      USER32  
004FF050  SetRectRgn                   GDI32   
004FF290  SetStdHandle                 KERNEL32
004FF168  SetStretchBltMode            GDI32   
004FF4BC  SetSysColors                 USER32  
004FF130  SetSystemPaletteUse          GDI32   
004FF02C  SetTextAlign                 GDI32   
004FF184  SetTextCharacterExtra        GDI32   
004FF0EC  SetTextColor                 GDI32   
004FF5A4  SetTimer                     USER32  
004FF0BC  SetViewportExtEx             GDI32   
004FF040  SetViewportOrgEx             GDI32   
004FF0CC  SetWindowExtEx               GDI32   
004FF544  SetWindowLongA               USER32  
004FF094  SetWindowOrgEx               GDI32   
004FF548  SetWindowPos                 USER32  
004FF410  SetWindowTextA               USER32  
004FF574  SetWindowWord                USER32  
004FF39C  ShellExecuteA                SHELL32 
004FF530  ShowCaret                    USER32  
004FF4D8  ShowOwnedPopups              USER32  
004FF3C0  ShowWindow                   USER32  
004FF1BC  Sleep                        KERNEL32
004FF070  StartDocA                    GDI32   
004FF074  StartPage                    GDI32   
004FF734  StgCreateDocfileOnILockBytes ole32   
004FF72C  StgOpenStorageOnILockBytes   ole32   
004FF0E4  StretchBlt                   GDI32   
004FF0B0  StretchDIBits                GDI32   
004FF420  SystemParametersInfoA        USER32  
004FF238  TerminateProcess             KERNEL32
004FF0FC  TextOutA                     GDI32   
004FF43C  ToAscii                      USER32  
004FF4D0  TranslateAcceleratorA        USER32  
004FF434  TranslateMessage             USER32  
004FF254  UnhandledExceptionFilter     KERNEL32
004FF534  UnionRect                    USER32  
004FF0DC  UnrealizeObject              GDI32   
004FF57C  UpdateWindow                 USER32  
004FF404  ValidateRect                 USER32  
004FF284  VirtualAlloc                 KERNEL32
004FF280  VirtualFree                  KERNEL32
004FF390  WNetCloseEnum                MPR     
004FF388  WNetEnumResourceA            MPR     
004FF38C  WNetOpenEnumA                MPR     
004FF348  WideCharToMultiByte          KERNEL32
004FF1D8  WinExec                      KERNEL32
004FF2C8  WriteFile                    KERNEL32
004FF1C4  WritePrivateProfileStringA   KERNEL32
004FF1B0  _hread                       KERNEL32
004FF1AC  _hwrite                      KERNEL32
004FF1F4  _lclose                      KERNEL32
004FF200  _lcreat                      KERNEL32
004FF1FC  _llseek                      KERNEL32
004FF204  _lopen                       KERNEL32
004FF1F8  _lwrite                      KERNEL32
004FF300  lstrcatA                     KERNEL32
004FF370  lstrcmpA                     KERNEL32
004FF324  lstrcmpiA                    KERNEL32
004FF358  lstrcpyA                     KERNEL32
004FF334  lstrcpynA                    KERNEL32
004FF368  lstrlenA                     KERNEL32
004FF614  waveOutGetNumDevs            WINMM   
004FF428  wsprintfA                    USER32  
